HighRetention,TreeSeg,kSeg,CommuteTime,HouseholdSize,TownSize,CardItemsMonthly,DebtToIncomeRatio,HHIncome,CarsOwned,TVWatchingHours,Region,TotalDebt,CardSpendMonth,CarValue,TechOwnership,NumAddOns
1,3,7,26,2,2,9,7.8,51000,2,20,2,3.978,1124.7,25200,4,3
0,2,2,15,4,1,11,2.8,30000,0,29,1,0.84,3421.7,25907.1507883633,0,1
0,1,4,23,6,1,10,8.2,17000,3,30,1,1.394,3811.4,8200,1,0
0,8,7,23,3,3,11,9.9,141000,0,10,3,13.959,4459,25907.1507883633,4,4
0,3,3,26,2,5,13,8.3,45000,3,29,4,3.735,4611.5,21200,3,1
1,4,6,21,2,1,8,13.7,137000,1,22,3,18.769,4161.2,78100,3,3
0,2,2,24,1,2,17,2.4,10000,1,21,5,0.24,1972.7,4900,1,1
0,5,7,19,5,3,4,9.2,73000,1,22,2,6.716,782.2,33900,4,3
0,3,5,16,1,1,9,6,63000,1,13,1,3.78,2835.9,36200,4,1
0,2,2,21,3,2,11,5.1,50000,2,29,1,2.55,5011.1,31800,0,2
0,5,4,15,5,2,11,10.5,50000,0,22,5,5.25,3919.7,25907.1507883633,2,2
0,1,3,34,2,4,5,9.8,28000,2,20,5,2.744,1637.2,15800,0,0
0,2,2,23,2,1,11,18.7,23000,2,28,1,4.301,2680.9,9300,1,1
0,1,2,22,2,1,14,2.2,75000,1,19,5,1.65,3336.8,46100,2,0
0,1,5,20,2,1,10,3.3,28000,1,12,5,0.924,4535.2,13800,0,0
0,1,2,22,2,1,14,12.6,33000,1,18,3,4.158,2724.4,17200,1,0
1,2,3,39,5,5,9,13.6,44000,1,13,5,5.984,2837.2,30900,0,1
0,1,3,25,1,4,9,9.2,31000,2,17,5,2.852,1965.6,16000,2,0
0,4,8,29,1,1,12,9.4,284000,2,13,2,26.696,10103.4,92400,4,4
0,1,3,34,1,3,12,2.1,49000,3,18,3,1.029,2215.6,28800,2,0
0,3,5,20,1,1,4,7.6,15000,1,16,2,1.14,650.8,9200,2,1
0,2,4,24,4,2,12,2.3,17000,1,26,2,0.391,1921.9,11400,1,1
0,3,7,26,2,2,8,11.3,83000,1,22,3,9.379,2204.6,36000,4,4
0,3,1,18,1,3,12,34.2,82000,4,12,3,28.044,3718.1,53200,3,2
0,2,4,23,4,1,10,2.3,62000,0,18,4,1.426,4158,25907.1507883633,1,1
1,4,6,19,2,4,10,7,138000,5,14,5,9.66,6938,67800,4,4
0,3,7,20,2,1,15,5.7,35000,3,22,2,1.995,3630,16800,3,3
1,2,5,19,2,1,4,12.2,35000,2,21,4,4.27,1455.9,13900,1,1
0,1,4,19,4,3,16,5.2,20000,0,18,5,1.04,4823,25907.1507883633,3,0
0,1,5,26,1,1,7,7.7,25000,2,20,2,1.925,1389.5,13400,0,0
0,5,7,30,3,1,12,3.9,33000,2,22,4,1.287,1885.2,16800,4,1
0,3,1,22,2,2,11,23.1,32000,1,20,3,7.392,1762,14800,2,4
1,1,2,19,4,2,11,3,16000,2,33,2,0.48,3037.3,7000,0,0
0,1,3,33,1,3,14,3.9,64000,2,19,4,2.496,4107.8,27300,1,0
0,2,2,21,1,1,9,14.8,31000,3,24,2,4.588,4204.8,13500,1,2
0,1,4,21,4,1,10,14.5,18000,5,21,5,2.61,2635.5,10200,0,0
0,1,3,32,1,4,10,3.1,41000,2,20,1,1.271,3211.9,16400,2,0
0,2,2,29,2,2,16,2.7,22000,3,17,3,0.594,4610.3,11500,1,2
1,2,5,18,2,1,7,15,14000,3,16,3,2.1,797.5,5100,0,2
0,1,3,30,2,3,9,6.9,82000,2,15,4,5.658,3281.9,58400,2,0
1,3,7,17,1,1,11,0.3,91000,1,17,2,0.273,4517.3,53900,3,3
0,1,2,27,2,2,9,4.7,74000,5,18,3,3.478,7489.5,36500,1,0
0,3,3,28,2,3,6,2.1,46000,3,20,4,0.966,1416.3,17500,3,1
1,2,5,25,2,2,9,8.2,14000,2,16,2,1.148,2428.1,8000,1,2
0,1,1,26,1,3,16,22,68000,4,15,5,14.96,5288.1,40500,0,0
0,4,6,30,2,3,9,7.2,101000,2,17,3,7.272,12608.3,39700,2,4
1,2,6,28,2,4,13,9.1,121000,2,19,3,11.011,2963.3,67700,0,1
0,1,3,30,1,5,5,15.3,19000,2,29,4,2.907,914,9800,0,0
0,1,3,31,4,5,17,13.5,30000,2,20,5,4.05,5459.2,9900,3,0
0,5,7,37,3,3,10,2.1,43000,3,16,3,0.903,3089.6,28500,3,3
0,2,3,32,1,4,8,1.4,18000,7,24,1,0.252,2416.7,11000,0,2
0,5,7,27,4,2,12,16.4,42000,2,20,4,6.888,3884.4,17800,3,4
1,2,8,23,2,2,9,11.7,327000,2,16,1,38.259,7848.1,85800,1,4
0,3,7,20,2,4,6,6.9,30000,2,24,5,2.07,887.8,12800,3,3
1,3,6,31,2,4,13,15.6,96000,2,22,4,14.976,4206.3,44100,2,3
1,4,6,23,1,2,11,10.9,143000,5,21,3,15.587,9955,94800,3,3
0,3,7,32,1,1,5,6.8,25000,2,33,5,1.7,993.4,14700,4,4
0,3,7,18,1,1,8,6.5,68000,3,19,3,4.42,6026.7,34200,3,4
1,2,7,23,2,2,10,12.7,78000,0,16,3,9.906,3649.4,25907.1507883633,1,3
0,1,5,24,1,2,6,6.5,38000,3,16,1,2.47,1312.1,18200,3,0
0,2,1,21,3,1,10,27.7,56000,2,17,3,15.512,4055.3,18000,1,1
0,1,1,27,1,2,12,14.1,65000,2,20,5,9.165,3523.5,36700,3,0
0,1,1,25,1,1,12,20.8,17000,2,16,3,3.536,2700.4,9600,0,0
1,3,1,25,2,3,8,17.5,62000,3,16,3,10.85,5054.5,31900,2,1
0,1,2,29,1,1,18,8,11000,1,21,1,0.88,3346.8,5700,0,0
1,4,2,27,2,1,15,9.3,108000,1,23,1,10.044,6840.9,39800,3,2
0,3,5,24,1,2,8,7.6,19000,2,27,2,1.444,1331.4,7600,3,1
1,3,3,26,1,4,11,11.1,26000,1,12,3,2.886,2765.6,15200,3,1
1,2,1,25,1,5,11,21.2,21000,0,27,1,4.452,2703,25907.1507883633,1,1
0,3,7,19,2,2,12,7,82000,2,20,4,5.74,4505.5,50500,4,2
1,2,2,12,2,1,11,12.5,60000,2,20,2,7.5,4015.3,35500,1,1
1,1,6,21,1,3,10,5.9,100000,3,18,5,5.9,2967.7,57100,0,0
0,1,5,28,2,3,7,10.9,81000,1,15,1,8.829,5691.7,30600,1,0
0,3,2,20,1,3,16,17.3,34000,3,23,2,5.882,12027.4,15200,2,1
0,1,2,19,1,1,12,10.3,23000,2,14,1,2.369,3796.1,14800,2,0
0,4,6,30,1,3,7,14.1,107000,1,24,1,15.087,1895.9,54200,2,4
1,3,3,36,2,5,11,6.9,66000,3,21,5,4.554,2351.7,31500,2,1
1,2,3,27,3,5,7,3.6,107000,2,22,5,3.852,6242.2,44100,1,1
0,1,2,22,1,4,11,3.5,69000,4,18,3,2.415,6711.3,53200,2,0
1,2,6,19,1,4,12,2.6,224000,0,16,1,5.824,7028.2,25907.1507883633,0,3
1,3,7,28,2,4,13,8.1,28000,3,19,4,2.268,3516.5,13100,4,3
0,2,3,16,2,5,8,0.9,31000,4,28,5,0.279,2902.8,18100,1,1
0,1,2,20,2,2,19,10.1,32000,2,25,2,3.232,4532,18300,2,0
0,1,2,29,1,1,12,4.8,82000,2,18,1,3.936,3467,45600,0,0
0,2,5,24,2,2,7,9.6,54000,2,14,4,5.184,2712.1,31100,0,2
1,2,5,22,2,5,9,3,42000,2,21,1,1.26,2022.3,17800,1,1
0,3,3,29,1,5,12,7.5,58000,3,20,4,4.35,2637.3,32500,3,1
0,3,5,24,1,1,5,4.6,73000,1,18,1,3.358,1192.3,30800,2,2
0,3,3,30,1,3,9,14.1,36000,4,20,4,5.076,5013.4,18400,3,1
1,3,7,23,1,3,13,6.7,51000,3,15,1,3.417,2112.9,33200,4,4
1,2,3,29,2,3,12,6.2,27000,1,23,4,1.674,2780.1,6700,1,3
0,1,3,33,1,3,9,10.5,36000,0,16,4,3.78,1146.7,25907.1507883633,0,0
0,3,5,26,1,3,7,5.9,59000,0,24,3,3.481,1221.6,25907.1507883633,2,1
1,2,1,22,2,2,12,14,41000,2,17,5,5.74,3337.1,17400,1,2
1,2,3,25,1,4,15,3.4,59000,1,23,5,2.006,3470.7,28400,1,2
1,4,6,19,1,2,8,20.5,128000,2,21,3,26.24,2331.6,96300,4,4
0,2,5,16,4,1,7,9.6,54000,1,13,2,5.184,3761.9,22800,1,1
0,1,5,27,1,2,8,10.6,44000,1,25,2,4.664,2474.9,18000,0,0
0,1,3,30,1,3,7,10.9,15000,3,24,3,1.635,563.2,6100,2,0
0,2,5,27,2,2,7,2.2,17000,1,12,2,0.374,1524.7,7900,1,1
1,3,2,22,1,1,14,2.1,59000,2,23,4,1.239,8817.5,20100,2,2
0,2,2,18,1,2,9,14.3,57000,3,18,4,8.151,7253.5,25600,1,1
0,1,5,25,3,3,8,7.2,29000,1,16,4,2.088,2688.7,11600,1,0
0,2,3,31,1,4,12,12.7,12000,2,25,3,1.524,2218.9,5800,1,3
0,3,5,21,1,1,10,19.7,9000,4,0,2,1.773,1257,5100,3,1
0,2,2,17,4,2,12,8.2,85000,2,14,2,6.97,3123.7,35700,1,1
0,1,2,21,2,2,12,6.8,25000,2,18,1,1.7,5546.4,13100,0,0
1,2,1,29,3,1,8,18.5,48000,2,27,4,8.88,1626.4,21800,0,1
0,1,4,29,4,3,11,7.2,29000,2,17,3,2.088,3929.6,12000,2,0
0,1,4,19,5,3,7,3.7,64000,2,17,4,2.368,2360,25100,0,0
0,3,5,21,2,1,10,12.4,13000,2,0,2,1.612,1823.4,8400,2,1
0,2,6,16,3,1,6,5.3,131000,2,21,3,6.943,3501.1,63100,0,1
0,2,5,14,1,1,11,6.1,10000,1,0,3,0.61,1630.3,5500,1,1
1,2,2,18,2,3,12,0.6,27000,2,29,3,0.162,3810.6,12400,1,1
0,3,1,23,1,1,12,41.7,11000,2,19,1,4.587,1763.9,5100,3,1
0,3,7,27,1,2,9,6.4,51000,0,14,4,3.264,4201.7,25907.1507883633,4,4
0,1,2,22,1,1,10,12.8,57000,1,23,3,7.296,4040.2,31800,1,0
0,1,3,35,1,3,14,9,54000,1,17,3,4.86,5176.3,28500,0,0
1,4,6,26,2,4,9,13.1,98000,3,24,2,12.838,3744.6,47200,3,1
0,5,1,22,3,5,8,20.7,28000,1,28,3,5.796,988.7,13700,3,1
0,5,4,39,5,5,21,5.9,69000,1,21,2,4.071,8133,37200,3,2
1,2,6,24,2,2,9,0.7,149000,1,15,4,1.043,1624.9,78400,0,3
1,2,6,16,4,2,12,8.7,155000,2,22,4,13.485,8861.1,69400,1,2
0,3,1,28,1,2,7,15.6,49000,3,20,5,7.644,4327.6,15800,2,1
1,2,5,23,1,2,7,13.8,17000,1,17,4,2.346,796.5,7900,0,1
0,3,1,30,1,1,11,15.3,31000,1,17,3,4.743,2902.8,16500,3,1
1,2,4,30,5,3,9,20.5,39000,3,23,3,7.995,3295.2,18900,1,1
0,8,6,31,3,5,8,1.1,156000,1,26,2,1.716,1562.4,68600,3,2
0,2,5,22,2,1,1,6.4,17000,3,13,5,1.088,86.5,7100,1,1
0,2,5,26,3,2,7,8.4,60000,1,20,4,5.04,2375.2,36800,0,1
0,2,3,37,2,5,6,13.6,122000,4,20,2,16.592,2114.7,25700,1,1
0,3,3,30,1,5,9,7.1,32000,1,20,5,2.272,1469.2,14500,3,3
1,2,5,27,2,2,7,4.1,43000,4,23,2,1.763,2196.5,18600,0,2
0,4,6,25,1,4,12,13.6,142000,2,12,4,19.312,4727.1,73200,2,2
1,4,3,29,2,5,6,1.1,123000,2,19,5,1.353,1227.1,59900,3,1
0,1,4,25,5,3,4,0.9,32000,4,20,1,0.288,715.7,17200,1,0
0,1,5,30,1,3,8,7.3,14000,2,17,3,1.022,779.4,7400,1,0
0,1,3,35,3,5,7,8,17000,3,25,1,1.36,2428.9,7900,2,0
0,1,3,31,2,5,13,11.4,58000,3,24,2,6.612,3809.6,24300,0,0
0,3,7,20,2,2,9,9.3,39000,2,16,5,3.627,1301.6,21700,3,3
1,2,2,26,2,2,10,7.9,47000,1,20,2,3.713,4017.7,19300,1,2
0,3,2,17,1,1,12,4.8,49000,1,21,1,2.352,2168.6,26200,2,1
0,1,4,29,4,2,14,10.9,29000,1,22,5,3.161,5348,13000,3,0
0,5,7,23,3,1,12,6.2,51000,0,13,3,3.162,4908.7,25907.1507883633,2,4
1,2,5,22,1,1,9,19.2,20000,1,10,1,3.84,1228.1,10000,0,2
1,2,3,29,2,5,11,7.2,74000,1,20,2,5.328,4473.6,40400,1,2
0,8,6,23,3,2,8,3.7,193000,3,18,4,7.141,3681.9,88700,4,4
1,3,1,35,1,3,8,19.2,94000,2,19,4,18.048,1886,56700,2,1
0,2,4,30,5,3,8,9.5,21000,1,7,1,1.995,1900.1,7300,0,1
1,2,6,20,1,1,9,7.8,121000,3,18,4,9.438,3458.5,50200,0,1
0,2,3,28,2,5,2,6.6,24000,0,21,4,1.584,171.6,25907.1507883633,0,1
1,1,5,17,1,1,5,13.5,53000,3,30,2,7.155,778.5,34500,1,0
0,1,2,28,1,2,16,11.3,56000,3,17,1,6.328,5454.5,33600,0,0
1,2,2,21,1,1,14,18.1,26000,4,25,2,4.706,2316.3,11500,1,1
0,1,5,28,1,4,1,4.2,19000,3,23,3,0.798,169.7,8800,0,0
0,3,3,33,1,5,8,5.5,47000,2,13,4,2.585,1958.7,16900,3,1
0,3,3,28,1,5,6,12.5,19000,1,21,3,2.375,1342.6,9400,2,2
1,4,8,25,2,5,11,29.7,164000,4,21,4,48.708,5557.8,68900,3,2
0,1,5,28,1,3,10,1.1,16000,0,21,2,0.176,2998.8,25907.1507883633,3,0
0,2,4,42,5,4,11,2.1,23000,5,16,2,0.483,2478.1,14000,0,1
1,2,3,37,1,5,5,17.3,13000,2,22,3,2.249,601.3,6400,1,1
0,1,3,33,4,3,8,11.9,74000,1,18,5,8.806,1324.3,43700,0,0
0,4,6,23,2,1,9,5.5,129000,1,20,2,7.095,2534.6,53700,3,1
0,1,5,27,1,4,5,6.1,56000,3,19,1,3.416,1989.3,28400,1,0
1,1,5,14,2,4,7,12.3,59000,1,23,2,7.257,2425,31600,0,0
0,2,5,13,2,1,9,5.2,36000,2,25,4,1.872,2644.2,14900,1,1
0,3,1,26,1,5,11,29.3,96000,3,21,4,28.128,1618.9,47000,4,4
1,2,5,22,1,1,6,14.9,22000,5,14,4,3.278,1124.4,9700,1,3
0,2,5,27,1,3,4,9.2,43000,1,18,3,3.956,1436.6,21800,1,2
0,3,1,31,1,5,7,30.7,29000,4,23,2,8.903,1644,13100,3,1
0,2,3,35,4,4,6,13.2,28000,0,19,4,3.696,2983.7,25907.1507883633,1,2
0,2,2,21,2,1,14,14.2,29000,2,21,2,4.118,2626.3,14700,0,1
1,3,5,20,1,3,10,5.1,18000,1,18,3,0.918,1730.1,8100,2,2
1,2,3,27,2,4,7,1.9,14000,1,22,5,0.266,618.6,6600,1,1
0,1,4,33,6,4,15,18,36000,2,13,3,6.48,4152,17100,0,0
0,4,6,23,1,1,15,8.4,152000,1,24,1,12.768,18999.3,58600,2,1
0,1,3,25,2,5,10,9.9,84000,4,21,5,8.316,4703.3,43500,0,0
0,3,7,23,1,3,12,15.3,32000,2,20,3,4.896,2942.2,13700,3,4
0,3,5,14,2,2,10,17.8,22000,1,21,2,3.916,3273,6900,3,1
1,4,6,20,2,3,7,5.9,143000,3,13,5,8.437,3475.9,75700,3,1
0,2,5,31,2,1,10,2.4,22000,2,19,4,0.528,2901,8300,1,1
0,5,7,29,3,3,9,11.4,50000,3,22,4,5.7,960.4,24300,4,4
0,2,3,33,1,5,11,14.6,42000,0,15,5,6.132,2311.4,25907.1507883633,1,1
0,1,4,26,4,3,15,3.3,13000,1,20,5,0.429,3422.6,9700,3,0
1,5,7,23,5,4,13,5.3,55000,3,19,5,2.915,1958.6,29100,4,4
1,2,2,21,1,2,11,12.3,23000,1,27,1,2.829,3243,9900,1,2
1,2,5,32,2,1,10,3.5,15000,1,18,1,0.525,2583.4,4200,0,1
0,1,5,14,1,1,3,19.7,45000,1,17,1,8.865,426.9,25300,2,0
0,3,2,17,1,2,13,13.3,20000,2,17,5,2.66,4593.3,11600,2,1
0,3,3,39,1,5,8,13.4,48000,2,23,5,6.432,2102.8,14300,4,2
0,2,3,30,2,2,15,6.7,42000,3,13,5,2.814,2756.5,19100,1,1
0,3,5,15,2,1,6,7.5,35000,0,19,2,2.625,1872,25907.1507883633,3,1
0,1,5,21,4,1,7,9,38000,2,16,1,3.42,1738.4,15900,2,0
0,3,2,13,2,1,13,7.9,66000,3,14,1,5.214,2294.9,24300,2,3
0,1,4,24,6,5,14,4.1,19000,5,35,5,0.779,2242.5,8700,1,0
0,1,2,27,2,1,14,6.8,10000,1,15,1,0.68,2363.9,4200,0,0
1,5,5,19,3,3,8,11.8,21000,1,16,2,2.478,1421.9,11600,3,1
0,1,6,28,2,1,12,7,114000,2,18,1,7.98,16555.9,70600,3,0
0,2,3,27,1,3,11,5,41000,3,16,4,2.05,2294.5,16300,0,2
0,1,2,28,1,2,10,14.3,23000,4,17,2,3.289,4380.2,12000,4,0
0,5,7,34,3,4,7,3.3,21000,2,0,3,0.693,1229.6,11100,4,3
1,2,1,24,2,1,11,29.7,110000,1,17,1,32.67,4975.3,34600,1,4
0,5,4,22,5,2,11,7.9,29000,0,18,2,2.291,1514.9,25907.1507883633,3,1
0,2,2,17,1,1,10,8.7,102000,3,28,2,8.874,3840.4,46700,0,1
0,3,3,29,1,4,7,5.9,22000,2,22,5,1.298,1153.9,12000,2,3
0,2,3,18,2,5,9,6.1,42000,5,17,5,2.562,4744.1,24500,0,3
0,3,3,27,1,4,9,14.9,36000,3,10,5,5.364,1584.2,17800,3,1
0,2,4,28,4,2,10,4.6,19000,1,18,5,0.874,2811.4,10400,1,1
0,3,1,26,1,5,9,23.4,31000,1,24,5,7.254,1536.8,17100,2,1
1,5,4,24,6,2,16,15.1,66000,3,20,4,9.966,4722.8,29400,3,4
1,2,3,28,3,3,7,10.4,23000,3,19,4,2.392,1334.5,17800,0,2
0,6,4,17,4,1,14,4.9,15000,2,14,3,0.735,2318.1,9100,3,1
0,5,7,28,4,2,7,8.9,21000,2,25,1,1.869,1116.3,13100,2,4
0,2,6,29,1,4,8,5,237000,4,27,2,11.85,4025.4,88800,1,1
0,3,5,16,1,4,7,10.6,32000,0,12,2,3.392,1219.6,25907.1507883633,2,1
1,8,6,33,5,2,12,8.3,208000,4,19,1,17.264,5094.4,80800,4,4
0,3,7,38,2,4,9,10.1,82000,3,25,5,8.282,4100.2,28200,4,3
1,2,8,33,1,4,13,26.2,182000,2,18,2,47.684,3373.9,91100,1,1
0,1,4,24,5,5,7,3.9,17000,1,17,5,0.663,2296.4,4500,2,0
1,2,2,19,1,2,12,10.7,62000,1,14,5,6.634,6076.5,33300,0,1
0,1,1,21,2,2,11,30.6,30000,1,23,4,9.18,1314.5,10800,1,0
0,3,2,23,2,1,13,6.1,18000,3,23,4,1.098,1719.9,9200,2,1
0,1,2,22,1,1,12,3.8,20000,4,22,4,0.76,4973.5,10200,3,0
0,8,6,32,5,2,9,18.4,109000,1,23,4,20.056,7631.2,52000,4,4
1,2,3,27,1,3,6,8.3,88000,4,20,5,7.304,1691.5,47800,0,1
1,5,7,30,4,2,6,11,46000,3,25,3,5.06,5453.3,24000,4,4
0,2,4,28,4,3,16,9.1,22000,0,25,3,2.002,3447.6,25907.1507883633,1,1
0,3,2,25,1,2,12,9.6,58000,2,18,4,5.568,5670,31700,3,1
0,1,5,26,1,1,4,3.9,28000,3,18,3,1.092,507.4,12300,1,0
0,4,7,27,1,4,6,6.9,127000,3,11,5,8.763,2246,42000,4,3
0,1,3,38,1,5,16,18.3,51000,1,11,5,9.333,4743.7,33200,1,0
0,2,5,33,1,3,12,12.4,29000,2,15,1,3.596,2863,15200,0,1
1,4,6,29,2,4,10,10.7,141000,1,19,4,15.087,2513.1,86500,2,1
0,1,3,32,2,3,13,14.9,20000,4,18,4,2.98,3935.8,8800,2,0
1,3,7,28,2,4,14,12,64000,0,22,5,7.68,8027.6,25907.1507883633,2,4
0,5,3,27,3,5,17,9.7,30000,3,15,5,2.91,3129.8,11500,3,1
0,1,3,34,1,5,8,6.8,19000,3,11,5,1.292,971.7,7300,0,0
0,3,7,27,1,1,11,11,22000,3,14,3,2.42,3109.9,14300,3,2
0,1,5,21,1,2,6,14,79000,0,19,1,11.06,1165.6,25907.1507883633,2,0
0,2,1,27,4,4,8,21.2,55000,1,13,2,11.66,3324.8,31500,1,1
1,2,6,17,1,4,9,3.9,350000,6,17,5,13.65,4156.9,87900,0,3
0,2,3,33,1,4,13,7.1,81000,0,20,4,5.751,9137.2,25907.1507883633,0,1
0,2,3,26,1,4,10,9.5,17000,2,27,3,1.615,1519,8100,1,2
0,3,2,19,1,3,11,4.4,30000,4,27,1,1.32,1959.8,12800,2,1
0,1,5,30,1,2,8,4.2,10000,3,0,2,0.42,2104.8,4600,0,0
1,5,3,32,3,4,9,2.7,26000,4,13,3,0.702,1956.1,11200,3,1
0,5,7,30,4,5,14,7.6,23000,4,16,5,1.748,2501,10800,4,4
0,2,3,28,2,3,8,4.2,50000,2,19,5,2.1,2350.5,34000,0,1
0,2,5,23,2,3,9,9.4,21000,1,18,3,1.974,2225.7,11300,0,1
0,1,5,23,3,1,9,5.4,22000,4,20,2,1.188,3738.5,9600,1,0
0,2,3,30,1,4,10,3.8,60000,4,27,3,2.28,3465.8,28200,1,2
1,4,6,20,1,1,16,14.6,101000,4,17,3,14.746,6526.1,64300,2,1
0,3,2,22,1,2,11,5.8,65000,1,18,4,3.77,6068.9,38500,2,1
0,1,2,25,1,3,13,6.9,32000,3,18,2,2.208,5630.7,18400,0,0
0,5,3,26,3,5,9,10.5,25000,4,22,4,2.625,1134.3,13400,2,3
0,3,7,26,2,1,11,17.3,34000,1,20,2,5.882,1972.8,17700,4,4
0,1,2,20,1,1,15,1.2,37000,2,17,1,0.444,3579.6,21000,1,0
0,3,5,13,1,1,10,1,31000,2,14,1,0.31,2039.8,16100,2,1
0,3,7,21,2,2,10,6,19000,0,26,3,1.14,1489.6,25907.1507883633,3,4
0,3,7,21,1,2,10,6.6,59000,3,20,4,3.894,4990.9,26200,4,3
0,2,3,28,1,3,7,14.3,37000,1,26,3,5.291,1522.6,19900,0,1
0,1,4,31,5,2,10,5.3,30000,2,29,3,1.59,2484.1,17600,0,0
0,3,7,21,1,2,6,5.4,83000,1,15,4,4.482,1356,31300,4,4
1,3,7,16,2,1,10,10.9,31000,4,18,1,3.379,3038.8,15500,2,4
0,1,3,36,1,5,10,17.9,43000,5,28,5,7.697,1143.1,27000,1,0
0,5,7,30,5,3,17,3.5,19000,2,21,4,0.665,2956.5,13600,4,4
0,2,3,28,2,5,10,7.3,64000,3,20,5,4.672,2067,35900,1,1
0,1,5,20,2,1,9,1.3,24000,2,22,1,0.312,1992.7,12100,3,0
0,3,5,21,1,1,10,11.6,24000,2,13,3,2.784,2510.3,7600,3,1
0,1,5,17,2,2,6,10,33000,1,21,4,3.3,1343.8,13200,2,0
0,7,4,34,6,3,13,11.3,17000,4,19,5,1.921,3048.5,8000,3,4
1,1,5,19,2,1,9,8.5,37000,4,22,1,3.145,1126.7,14300,2,0
0,2,3,44,4,5,12,4.5,21000,3,20,5,0.945,3884.1,13400,0,2
0,3,5,21,1,3,5,18.9,29000,1,16,4,5.481,1435.3,17500,2,1
0,5,3,29,3,4,11,14.7,34000,2,18,5,4.998,2044.9,11900,2,1
0,2,5,23,3,2,5,4.2,15000,0,19,3,0.63,909.7,25907.1507883633,0,1
0,2,2,26,2,1,12,7.5,43000,0,31,2,3.225,3537.3,25907.1507883633,0,2
0,5,7,23,4,2,11,5.6,78000,4,19,5,4.368,6288.1,36600,2,3
0,5,4,25,5,2,7,22.2,19000,4,21,4,4.218,1240.2,10600,3,2
0,3,3,31,1,5,11,9.3,29000,2,20,3,2.697,1849.3,14000,3,2
0,2,5,27,2,4,5,3.8,9000,3,0,4,0.342,653.6,3800,0,1
0,3,6,25,1,2,20,16.4,66000,1,33,3,10.824,16195.3,38700,4,4
0,2,3,37,2,3,10,6.7,32000,1,19,5,2.144,2821.9,15600,0,1
0,5,4,19,5,3,13,2.9,42000,0,24,1,1.218,5881.5,25907.1507883633,2,2
0,3,2,24,1,2,19,15.6,50000,2,16,2,7.8,7567.6,26100,3,3
0,1,3,28,1,4,8,6.5,50000,5,21,4,3.25,1767,25000,1,0
0,3,7,24,2,4,9,2.8,74000,1,14,2,2.072,5299.6,27700,3,1
0,1,2,25,4,1,18,9.3,20000,1,20,3,1.86,3890.7,9000,3,0
